617520;Главbeach;Москва;Строгинское шоссе, вл. 1, (строгинское водохранилище);7 (495) 589-43-75;Яропольская Яна;все хорошо;отказался;;;
610520;Главвино, Торговый Дом;Москва;;9110271, 9111092, 9111384, 9124178, 9129929, 5144612;Ирина Акопян;новое;новое;;;
359415;Главкурорт;Москва;Дежнева пр-д, д. 13;(495) 470-49-01;Борисова Наталья;все хорошо;отказался;;;
294155;ГлавПивТорг;Москва;Б. Лубянка ул., д. 5;7 (495) 628-25-91, 7 (495) 624-19-96, 7 (495) 626-03-03, 7 (495) 626-00-22;Наира Ашуров;все хорошо;в работе;;;
370827;Главпивтрест;Москва;Мясницкая ул., д. 46/2, стр. 1;7 (495) 625-97-97, 7 (495) 621-97-73;Косарев Андрей Андреевич;все хорошо;отказался;;;
616918;Гладиатор;Москва;Фонвизина ул., д. 17;7 (495) 610-17-41;;все хорошо;новое;;;
309042;Гладиатор;Москва;Верхняя Сыромятническая ул., д. 9, стр.2;7 (495) 917-40-73, 7 (495) 917-98-13;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
302366;Глаза;Москва;Дорогомиловская ул., д. 7, вход со стороны ул. Можайский вал;7 (499) 240-23-48;Косарев Андрей Андреевич;все хорошо;отказался;;;
617522;Глазурь;Москва;Ленинский пр-т, д. 45 А;7 (499) 783-90-77;Косарев Андрей Андреевич;все хорошо;отказался;;;
350226;Гластонберри;Москва;1-я Дубровская ул., д. 13 А, стр. 1;7 (495) 971-99-34;Наташа Водопьянова;все хорошо;отказался;;;
610521;Глен Консептс;Москва;Дубининская, 68/2;235-12-07 231-63-03;Ирина Акопян;новое;новое;;;
614807;Глиссада;Москва;г. Жуковский, Гагарина ул., д. 18;7 (496) 482-13-88;Елизавета Васильева;не проверено;не сложилось;;;
632713;Глобосуши;Москва;Н. Арбат ул., д.17;7 (495) 690-55-55;Всеволод Дубин;все хорошо;отказался;;;
347846;Глобус;Москва;Ярославская ул., д. 17;7 (495) 101-41-05;Кристина Акопян;к удалению;не дозвонились;;;
3021;Глобус;Москва;Литовский б-р, д. 22;7 (495) 425-81-00;Илья Кропотов;новое;в работе;;;
303229;Глобус Боулинг Центр;Москва;Комсомольская пл., д. 6, стр. 1 (Универмаг Московский);7 (495) 780-79-30;Добрынская Наталия;все хорошо;в работе;2011-11-30;Базовый;ВЮ-20.10.2009 от 2009-10-20 до 2009-10-20
448389;Глория;Москва;Волочаевская ул., д. 9;7 (495) 918-16-70;Борисова Наталья;не проверено;не дозвонились;;;
618040;Глянец;Москва;Серпуховской вал ул., д. 6;7 (495) 626-88-09, 7 (495) 626-83-10;Силин Александр;не проверено;в работе;;;
264858;Глясе;Москва;Пятницкая ул., д. 26/10;7 (495) 951-08-66;Добрынская Наталия;все хорошо;новое;;;
614939;Гнездо;Москва;Нижегородская ул., д. 29;7 (495) 678-99-29, 7 (495)674-93-68;Анар Ахунов;к удалению;новое;;;
1008;Гнездо глухаря;Москва;Цветной б-р, д. 30;7 (495) 691-93-88, 7 (495) 695-68-12;Наира Ашуров;все хорошо;отказался;;;
369856;Гогиели;Москва;Марксистская ул., д. 9;7 (495) 676-94-54;Силин Александр;все хорошо;в работе;;;
616218;Гоголевский 31;Москва;Гоголевский б-р, д. 31 (г-ца Гоголевский бульвар, 31);7 (495) 645-38-73, 7 (495) 645-38-74;Тихонов Артём Юрьевич;все хорошо;оплачено;2012-06-12;Базовый;83749-1-БП-0-05-1522 от 2011-05-16 до 2011-05-16
270831;Гоголь;Москва;Столешников пер., д. 11, стр. 1;7 (495) 514-09-44, 7 (495) 628-36-77 [факс];Добрынская Наталия;все хорошо;отказался;;;
422578;Гоголь-моголь;Москва;Арбат ул., д. 27/47;7 (495) 691-65-38;Добрынская Наталия;все хорошо;в работе;;;
261101;Гоголь-моголь;Москва;Гагаринский пер., д. 6;7 (495) 695-11-31;Марина Муринова;не проверено;новое;;;
1302;Годуновъ;Москва;Театральная пл., д. 5/1;7 (495) 698-44-90, 7 (495) 698-44-80;Добрынская Наталия;все хорошо;оплачено;2012-08-31;Базовый;НДО-1-БП-0-07-1505 от 2011-07-08 до 2011-07-08
207296;Голд Гуру;Москва;Кржижановского ул., д.20/30;7 (495) 969-30-65;Татьяна Ермилова;к удалению;отказался;;;
420995;Голден Тайм;Москва;Медиков ул., д. 1/1, корп. 3;7 (495) 323-51-98, 7 (495) 740-33-38;Косарев Андрей Андреевич;все хорошо;отказался;;;
448404;Голландский дом;Москва;Мира пр-т, ВВЦ, д. 101 (главный вход);7 (495) 656-95-21, 7 (495) 656-93-37, 7 (495) 616-84-92;Анар Ахунов;не проверено;отказался;;;
319511;Голодная кошка;Москва;Измайловский вал, д. 2/1;7 (499) 369-25-92;Косарев Андрей Андреевич;все хорошо;отказался;;;
616808;Голодные утки;Москва;Первомайская ул., д. 46-50;7 (495) 165-50-38;;не проверено;новое;;;
610523;Голубая Атлантика М;Москва;Рябиновая ул., 41;440-6775, 6771;Ирина Акопян;новое;новое;;;
440793;Голубка;Москва;Б. Пироговская ул., д. 53/55;Ресторан: 7 (926) 245-42-44, Магазин-кафетерий: 7 (926) 245-33-66;Борисова Наталья;все хорошо;в работе;;;
614506;Гольф-кафе;Москва;Измайловское ш., д. 71;7 (495) 737-70-00;Борисова Наталья;все хорошо;не дозвонились;;;
613982;Горка;Москва;Академика Волгина ул., д. 29;7 (495) 336-48-11;Наира Ашуров;все хорошо;отказался;;;
301946;Горки Cocktail Hall;Москва;1-я Тверская-Ямская ул., д. 3;7 (495) 775-24-56, 7 (499) 251-56-26;Добрынская Наталия;все хорошо;отказался;;;
448410;Горм Гримм (закрыто);Москва;Семёновский пер., д. 15;7 (495) 360-61-00;Зарецкая Ольга Владимировна;закрыт;отказался;;;
448411;Горная Лава;Москва;Трубная пл., д. 4;7 (495) 208-46-37;;не проверено;новое;;;
1010;Город;Москва;Старая Басманная ул., д. 20;7 (495) 261-61-74, 7 (495) 261-47-64;Силин Александр;все хорошо;не сложилось;;;
633784;Город ветров;Москва;Ореховый пр-д, д. 33, стр. 3;7 (499) 501-45-16;Всеволод Дубин;все хорошо;не дозвонились;;;
614507;Город мастеров;Москва;МО, г. Мытищи, Семашко ул., д. 6б;7 (495) 588-06-33;Косарев Андрей Андреевич;все хорошо;отказался;;;
632498;ГОРОД ПИВА;Москва;"Косинская ул, торгово-офисный центр " Косино Плаза ";"8 (985) 243 - 43 - 78; 8 (910) 406 - 49 - 08";Лилия Гридяева;новое;отказался;;;
616946;Городок;Москва;Академика Волгина ул., д. 2а;7 (495) 336-31-66;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
320818;Городок;Москва;Вилиса Лациса ул., д. 19;7 (495) 494-42-79;Силин Александр;все хорошо;отказался;;;
2732;Городское кафе 317;Москва;Глубокий пер., д. 1/2;7 (495) 605-19-97;Косарев Андрей Андреевич;все хорошо;отказался;;;
450091;Городское кафе Москва;Москва;Триумфальная пл., д. 1;7 (495) 650-63-03;Борисова Наталья;все хорошо;не дозвонились;;;
395508;Городское Фьюжн Кафе;Москва;Сергия Радонежского ул., д. 29/31, стр. 1;7 (495) 707-14-80;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
448416;Горячие ночи Востока (закрыто);Москва;Ореховый б-р, д. 31А;7 (495) 972-70-18;;закрыт;новое;;;
632144;Гости;Москва;Школьная ул., д. 21;7 (495) 972-10-40, 7 (495) 778-71-04;Силин Александр;все хорошо;в работе;;;
271387;Гости;Москва;Школьная ул., д. 21;7 (495) 778-71-04, 7 (495) 972-10-40;Миронов Кирилл Валерьевич;все хорошо;в работе;;;
874;Гостиная;Москва;Шмитовский пр-д, 3;(495) 256-0881;Яропольская Яна;все хорошо;не дозвонились;;;
600354;Готика;Москва;Ангарская ул., д. 39;7 (495) 483-11-50, 7 (495) 518-77-48;Марина Муринова;все хорошо;в работе;;;
600314;Готика;Москва;Фестивальная ул., д. 4, к. 2;7 (495) 458-11-77, 7 (495) 502-26-32;Марина Муринова;все хорошо;в работе;;;
616043;Готиназа;Москва;Мерзляковский пер., д. 2;7 (495) 690-690-8, Заказ банкетов: 7 (985) 763-03-30;Борисова Наталья;на модерации;оплачено;2012-09-29;Оптимальный;НБО-2-БП-0-10-1519 от 2011-09-30 до 2011-09-30
324420;Готье нищий;Москва;Пятницкая ул., д. 6/1, стр. 1;7 (495) 951-11-46;Наташа Водопьянова;все хорошо;отказался;;;
3117;Грiльяжъ;Москва;Пятницкая ул., д. 1;7 (495) 953-93-23, 7 (495) 953-45-00;Елена Вагнер;все хорошо;оплачено;2010-09-17;;
633246;Грабли;Москва;Мира пр-т, д. 99;7 (495) 602-46-62;Тихонов Артём Юрьевич;все хорошо;отказался;;;
615581;Грабли;Москва;Ярославское ш., д. 26 (в здании МГСУ);7 (499) 183-83-47;Наташа Водопьянова;все хорошо;отказался;;;
613527;Грабли;Москва;Б. Тульская улица, д. 11 (ТДК Тульский);7 (495) 988-07-74;Наташа Водопьянова;все хорошо;отказался;;;
613208;Грабли;Москва;Цветной б-р, д. 11 (КЦ Мир);7 (495) 621-07-80;Наташа Водопьянова;все хорошо;отказался;;;
438147;Грабли;Москва;Ганецкого пл., д. 1 (КЦ Варшава);7 (495) 785-12-52, 7 (495) 785-12-51;Наташа Водопьянова;все хорошо;отказался;;;
438136;Грабли;Москва;Семеновская пл., д. 1 А (БЦ Соколиная гора);7 (495) 545-58-08, 7 (495) 545-58-08;Наташа Водопьянова;все хорошо;отказался;;;
395783;Грабли;Москва;Европы пл., д. 2 (ТЦ Европейский);7 (495) 229-19-83, 7 (495) 229-19-77;Наташа Водопьянова;все хорошо;отказался;;;
363760;Грабли;Москва;Пятницкая ул., д. 27;7 (495) 951-97-14;Наташа Водопьянова;все хорошо;отказался;;;
3029;Гран;Москва;Орехово-Зуевский пр., д. 18/8;7 (495) 171-80-69;;не проверено;не дозвонились;;;
347883;Гран Крю;Москва;Малая Бронная ул., д. 22;7 (495) 650-01-28, 7 (495) 650-01-18;Елена Вагнер;все хорошо;новое;2012-11-01;Базовый;ЕВА-1-БП-0-11-1554 от 2011-11-08 до 2011-11-08
610524;Гран Лимитед;Москва;;223-49-46;Ирина Акопян;новое;новое;;;
625305;Гран Торино;Москва;Сущевский вал ул., д. 47;7 (495) 778-50-40;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
610525;ГРАН ФРУТ;Москва;;(095) 9037172;Ирина Акопян;новое;новое;;;
617533;Гранат;Москва;Складочная ул., д. 6;7 (495) 729-11-39, 7 (926) 664-82-78;;не проверено;новое;;;
448426;Гранат;Москва;Анадырский пр-д, д. 47, корп. 1;7 (495) 474-73-88;Наира Ашуров;закрыт;не дозвонились;;;
304362;Гранат;Москва;Земляной вал ул., д. 18;7 (495) 917-74-90;Борисова Наталья;не проверено;не дозвонились;;;
259391;Гранат;Москва;Стремянный пер., д. 28, к. 1;7 (495) 795-99-49, 7 (495) 236-02-56;Анар Ахунов;не проверено;не дозвонились;;;
633679;Гранатовый сад;Москва;Маршала Голованова ул., влд. 11 А;7 (499) 340-01-10, 7 (499) 340-25-52;Косарев Андрей Андреевич;все хорошо;отказался;;;
610526;Гранатъ плюс;Москва;Новоясеневский просп., 4;423-1133, 8411;Ирина Акопян;новое;новое;;;
97478;Гранд Виктория;Москва;Щипок ул., д. 16;7 (495) 236-33-63;Косарев Андрей Андреевич;все хорошо;отказался;;;
633752;Гранд Гриль;Москва;Пресненская наб, д. 2 (ТЦ Афимолл, 5 этаж);7 (495) 660-20-21, 7 (495) 660-20-22;Тихонов Артём Юрьевич;все хорошо;отказался;2011-12-12;;
632236;Гранд Гриль (закрыто);Москва;Новая площадь ул., д. 10, стр. 2;7 (495) 628-36-87;Тихонов Артём Юрьевич;закрыт;оплачено;2011-12-12;Базовый;ННИ-1-НЧ-0-07-1246
483571;Гранд Гюсто Групп (Рестораны: Фьюжн, Азия, Каза Миа, Монтре, кейтеринг Сукре, Трактир Пожарского);Москва;65-66 км МКАД, Крокус Сити;7 (495) 508-60-06;Наира Ашуров;все хорошо;в работе;;;
448437;Гранд Кафе;Москва;Профсоюзная ул., д. 129 А;7 (495) 987-15-71;Илья Кропотов;все хорошо;отказался;;;
610527;гранд комфорт;Москва;Академика Волгина, 33,;101-36-13;Ирина Акопян;новое;новое;;;
617539;Гранд Премиум;Москва;Рождественский б-р, д. 9;7 (495) 620-41-08, 7 (495) 106-87-93;Борисова Наталья;все хорошо;не дозвонились;;;
375657;Гранд Премиум;Москва;Новая Басманная д. 14 стр. 1;7 (495) 225-41-96;Наташа Водопьянова;все хорошо;отказался;;;
610528;Гранд Пул;Москва;;103-21-74 736-68-08;Ирина Акопян;новое;новое;;;
610530;Гранд-Мистерия;Москва;Трофимова ул., 9;279-3997;Ирина Акопян;новое;новое;;;
88560;Граф Орлов;Москва;2-й Верхний Михайловский пр., 2;(495) 954-0740/0583;Алексей Серьянов;к удалению;новое;;;
610532;Графитек боулинг;Москва;Петровка ул., 23/10, стр. 5;928-5986/3711;Ирина Акопян;новое;новое;;;
610533;Графт М;Москва;;637-62-93, 8 916 652 00 83;Ирина Акопян;новое;новое;;;
2760;Граци;Москва;"1-я Тверская-Ямская ул., 34, в г-це "Марриотт Тверская отель";7 (495) 258-30-36;Наира Ашуров;все хорошо;отказался;;;
610534;Грейфорт технология;Москва;"Гостиничный проезд, дом 6, корпус 2, офис.центр "Восток-2", офис 2.3";783-34-42;Ирина Акопян;новое;новое;;;
616420;Греческие сладости;Москва;Большой Патриарший пер., д. 12, стр. 1;7 (495) 690-43-04;Наира Ашуров;все хорошо;отказался;;;
3035;Греческий;Москва;Каширское ш., д. 96, корп. 1, стр. 2;7 (495) 391-55-18;Наташа Водопьянова;все хорошо;не дозвонились;;;
610535;Грибной дождь;Москва;Сигнальный пр-д, 35;783-6522, 101-2946 (Факс);Ирина Акопян;новое;новое;;;
617543;Грибоедов;Москва;Садовая-Триумфальная ул., д. 10/13;7 (495) 694-69-87, 7 (495) 694-29-71;;к удалению;новое;;;
356434;Грибоедов (закрыт на реконструкцию);Москва;Садовая-Триумфальная ул., 10/13;"117(495)694-6987;117(495)694-2971";Алла Петровская;закрыт;новое;;;
283217;Гриджио;Москва;"Живописная ул., 21, стр.2 (спортклуб "Vita sport")";7 (495) 730-36-36 (доб. 114), 7 (499) 196-06-61 (факс);Елизавета Васильева;все хорошо;отказался;;;
632193;Гризли;Москва;Ниж. Первомайская ул., д. 65 А;7 (495) 965-79-60;Борисова Наталья;новое;отказался;;;
358469;Гриль бар;Москва;Шмитовский пр-д, д. 10/7;7 (495) 609-41-43;Наира Ашуров;все хорошо;новое;;;
2379;Гриль Бар Пивнoff;Москва;Москва, 10-летия Октября ул., 11;7 (499) 245-28-31;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
617544;Гриль Хаус;Москва;Льва Толстого ул., д. 18;246-1272;;закрыт;новое;;;
349541;Гриль холл;Москва;Холодильный пер., д. 3;7 (495) 954-99-88;Елена Вагнер;все хорошо;оплачено;2012-08-18;Базовый;ЕВА-1-БП-11,5-08-1526 от 2011-08-04 до 2011-08-04
448453;Гриль-бар 12;Москва;Панфилова ул., д. 12;7 (495) 653-20-20;Наира Ашуров;все хорошо;отказался;;;
615904;Грильвилль;Москва;Хорошевское ш., 88, стр. 1;7 (495) 500-76-79;Всеволод Дубин;все хорошо;в работе;;;
616418;Грильвилль (ул. Маршала Катукова);Москва;Маршала Катукова ул., д. 11, корп. 1, стр. 2;7 (495) 506-77-00;Косарев Андрей Андреевич;все хорошо;отказался;;;
220356;Грин;Москва;Ленинградский пр-т, д. 23;7 (495) 923-83-83;Борисова Наталья;все хорошо;оплачено;2012-08-17;Минимальный;№ 192 от 25.05.2010г (Доп) от 2011-08-18 до 2011-08-18
2483;Грин гурмэ ХО клаб;Москва;Петровка ул., д. 30/7;7 (495) 650-68-87;Елена Вагнер;все хорошо;в работе;;;
2414;Грин хаус;Москва;Б.Никитская ул., д.17, стр. 1;7 (495) 926-51-26, 7 (495) 290-54-18, 7 (495) 290-38-10;Татьяна Ермилова;не проверено;новое;;;
617905;Гринвич Паб;Москва;Космодамианская наб., д. 52, корп. 5;7 (495) 979-14-59, 7 (495) 979-65-41;Наташа Водопьянова;все хорошо;отказался;2012-08-01;Минимальный;
610536;Гринтраст Фиш Компани;Москва;Звездный б-р, 19;232-0453;Ирина Акопян;новое;новое;;;
450988;ГринФилдс;Москва;Новохохловская ул., д. 14, стр. 1;7 (495) 775-77-22, 7 (495) 231-22-44;Наташа Водопьянова;все хорошо;отказался;;;
610537;ГринФилдс Сервис/ Green Fields (Москва+Питер);Москва;ул.Верхняя 34;;Ирина Акопян;новое;новое;;;
610538;Гросс;Москва;1-й Вязовский пр-д, 4;787-7700, 170-1056, 171-3532;Ирина Акопян;новое;новое;;;
398356;Гроссбиф;Москва;Удальцова ул., д. 42;7 (495) 967-66-07;Елена Вагнер;все хорошо;в работе;;;
610539;Гроссето;Москва;Партийный пер., 1, корп. 58, стр. 3;235-9480/50, 235-9515 (факс);Ирина Акопян;новое;новое;;;
381041;Грот;Москва;Молодогвардейская ул., д. 7;7 (499) 149-57-43;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
2425;Грот;Москва;Добровольческая ул., 10;7 (495) 911-21-41;Алла Петровская;не проверено;новое;;;
448187;Гротта;Москва;Бронная Б. ул., д. 27/4;7 (495) 694-30-57 / 694-12-68;Марина Муринова;на модерации;оплачено;2012-04-12;Базовый;52756-1-БЧ-10-04-0939 от 2011-04-12 до 2011-04-12
610540;Группа 9;Москва;Подкопаевский переулок, д. 7, стр.2;780-27-26;Ирина Акопян;новое;новое;;;
632372;Группа Вендорус;Москва;Складочная ул., д.1, стр.1, подъезд 20, этаж 3;627-3725 (многоканальный);Лилия Гридяева;новое;отказался;;;
380443;"Группа комнапий "Белая Дача";Москва;МО, Люберецкий р-он., г.Котельники, Яничкин пр-зд, д. 2;7 (495) 995-90-00;Ирина Акопян;все хорошо;новое;;;
632504;Группа компаний ALDA;Москва;2-й Тушинский проезд, д. 12, строение 8, склад № 6;"7 (495) 491-65-56, 491-98-43, 491-36- 85; тел/факс: 490-18-31";Лилия Гридяева;новое;в работе;;;
632825;Группа компаний Каскад / Fiini Veri;Москва;москва;7 (495) 701-59-18, 702-03-96, (499) 742-22-37;Лилия Гридяева;новое;в работе;;;
633985;Группа Компаний КиН;Москва;Ленинградское ш., д. 67;7 (495) 232-36-93, 7 (495) 232-38-65, 7 (495) 457-11-51, 7 (495) 451-64-36;Денис Солдатов;все хорошо;новое;2012-12-06;Базовый;
610542;Группа компаний Маг;Москва;;164-93-54,8-903-791-03-05;Ирина Акопян;новое;новое;;;
632754;Группа компаний Мозель;Москва;москва;7 (495) 788 56 40 (41) - региональный отдел;Лилия Гридяева;новое;в работе;;;
632784;Группа компаний РУБЕЖ;Москва;москва;7 (812) 337-26-75, 337-55-06, 337-55-09, факс (812) 337-55-11;Лилия Гридяева;новое;в работе;;;
612113;Группа компаний Русская традиция;Москва;3-я Магистральная ул., д.18;7 (495) 662-50-10;Наташа Водопьянова;все хорошо;оплачено;2012-05-25;Базовый;116 от 2010-04-11 до 2010-04-11
632765;Группа компаний Русский Алкоголь;Москва;Енисейская ул, д.1, стр. 1;7(495) 644-2020;Лилия Гридяева;новое;в работе;;;
610963;Группа компаний Русский проект;Москва;Ленинградское ш., д. 1;7(495) 234 00 33;Наташа Водопьянова;новое;в работе;;;
632279;Группа компаний СЕВЕРИН;Москва;Нижняя Сыромятническая, дом 5/7 корпус 9, офис 106;7 (495) 234 28 72, 7 (495) 234 28 73;Лилия Гридяева;новое;в работе;;;
612112;Группа Тринити;Москва;Каширское ш., 13 Б;7 (495) 223-06-75, 7 (495) 727-32-37, 7 (495) 727-32-00;Елена Маканина;новое;в работе;;;
632348;Груша (закрыто);Москва;Новослободская ул., д. 36/1, стр. 1;7 (499) 973-07-59, 7 (915) 216-82-69;Всеволод Дубин;закрыт;не сложилось;;;
448465;Грэнни'с;Москва;Сущёвская ул., д. 27;7 (495) 940-63-56;Анар Ахунов;закрыт;отказался;;;
1282;Губернаторский;Москва;Вознесенский пер., д. 22;7 (495) 797-26-82, 7 (495) 785-17-53;Борисова Наталья;все хорошо;оплачено;2012-09-26;Базовый;НБО-1-БП-10-09-1535 от 2011-09-26 до 2011-09-26
376203;Гуд кафе;Москва;Буженинова ул., д. 16;7 (495) 964-85-91;Зарецкая Ольга Владимировна;все хорошо;не дозвонились;;;
614785;Гудвин;Москва;Ащеулов пер., д. 9;7 (495) 607-09-79;Марина Муринова;все хорошо;в работе;;;
448470;Гуляй-город;Москва;Манежная пл., д. 1;;Анар Ахунов;к удалению;не дозвонились;;;
600372;Гуляка;Москва;Петрозаводская ул., д. 11, корп. 1;7 (495) 451-22-27;Наташа Водопьянова;все хорошо;в работе;;;
616567;Гун-кафе;Москва;Каретный ряд ул., д. 3;7 (495) 699-14-20;Наташа Водопьянова;все хорошо;не дозвонились;;;
610543;ГУП Главснаб Правит.Москвы;Москва;улПрянишникова 19 стр.1;912-49-01,911-18-91;Ирина Акопян;новое;новое;;;
632875;Гурия;Москва;Комсомольский пр-т, д. 7/3, корп. 1;7 (499) 246-03-78;Наира Ашуров;новое;новое;;;
632808;Гурман;Москва;Пятницкая ул., д. 10, стр. 1;7 (495) 953-84-76, (495) 953-83-35;Борисова Наталья;все хорошо;отказался;;;
613719;Гурман;Москва;Киевская ул., д. 7, БЗ Легион;7 (499) 922-44-49;Косарев Андрей Андреевич;все хорошо;оплачено;2012-11-25;Базовый;КАН-1-БП-0-10-1350 от 2011-09-20 до 2011-09-20
427172;Гурман;Москва;Плющиха ул., д. 20/2;7 (499) 248-26-23;Наира Ашуров;все хорошо;новое;;;
409378;Гурман;Москва;Архитектора Власова ул., д. 33 (ТЦ Лиман);7 (499) 128-37-20, 7 (499) 128-29-20, 7 (963) 626-28-90;Борисова Наталья;все хорошо;оплачено;2012-04-04;Базовый;52756-1-БЧ-0-03-1803 от 2011-03-01 до 2011-03-01
633125;Гурмания;Москва;Комсомольский пр., д. 14/1, к. 2;7 (495) 988-26-56;Борисова Наталья;на модерации;отказался;;;
610545;Гурмэ Стайл;Москва;;970-17-42 970-17-43;Ирина Акопян;новое;новое;;;
396505;Гусар;Москва;Болотниковская ул., д. 52, корп. 1;7 (499) 121-11-11;Наира Ашуров;все хорошо;в работе;;;
374562;Гусарская баллада;Москва;МО, На территории Музея Усадьбы Архангельское;7 (495) 645-08-48, 7 (495) 638-05-74;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
632238;Гусарское;Москва;1-й Краснокурсантский пр-д, д. 1/4;7 (495) 772-57-03;Борисова Наталья;все хорошо;в работе;;;
254139;Гуси-лебеди;Москва;Николоямская ул., д. 28/60;7 (495) 502-99-07, 7 (495) 502-99-08;Зарецкая Ольга Владимировна;не проверено;не дозвонились;;;
312870;Густо;Москва;Камергерский пер., д. 5;7 (495) 650-69-22;Наира Ашуров;все хорошо;новое;;;
448478;Гусятникоff;Москва;Александра Солженицына ул., д. 2 А;7 (495) 632-75-58;Елена Вагнер;все хорошо;оплачено;2011-12-09;Базовый;ЕВА-1-БП-12-12-1127 от 2011-12-05 до 2011-12-05
610546;ГУУ (Государственный Университет Управления);Москва;;786-8895;Ирина Акопян;новое;новое;;;
610547;Гучковская;Москва;;225-30-55;Ирина Акопян;новое;новое;;;
632712;Гюстаторе;Москва;Петровско-Разумовская аллея, д. 10/3;7 (495) 788-79-12;Косарев Андрей Андреевич;все хорошо;отказался;;;
389543;Д'орсэ;Москва;Малая Ордынка ул., д. 19;7 (495) 953-90-45;Кристина Акопян;закрыт;не дозвонились;;;
408353;Д-р Вайгерт сервис;Москва;Саринский пр-д, д. 13;7 (495) 771-75-37, 7 (495) 771-75-38, 7 (495) 676-91-80 [факс];Косарев Андрей Андреевич;все хорошо;отказался;;;
610592;Д-Р Оеткер;Москва;Адмирала Макарова ул., 8;452-1767, 956-2877, 452-2648 (факс);Ирина Акопян;новое;новое;;;
614252;Д.O.M.;Москва;Ленинградское ш., д. 92/1;7 (495) 457-51-11;Яропольская Яна;все хорошо;отказался;;;
97285;Д.Амальфи;Москва;Спартаковская пл., д. 16;7 (495) 263-36-30;;не проверено;новое;;;
328876;Да Джакомо (закрыто на ремонт);Москва;Спиридоновка ул., д. 25/20;7 (495) 972-69-64;Марина Муринова;закрыт;в работе;;;
273297;Да Милио;Москва;2-я Брестская ул., д. 37, стр. 1;7 (499) 251-03-32;Наира Ашуров;все хорошо;отказался;2011-03-21;;65 от 2010-03-04 до 2010-03-04
615917;Да пино;Москва;Волгоградский пр-т, д. 73;7 (499) 177-53-10, 7 (495) 510-04-76;Наташа Водопьянова;все хорошо;отказался;;;
1849;Да Чикко;Москва;Профсоюзная ул., д. 13/12;7 (499) 125-11-96, 7 (495) 125-94-50 (факс);Елена Вагнер;все хорошо;оплачено;2012-11-10;Базовый;
376777;Давайте потанцуем;Москва;Жулебинский б-р, д. 10/6;7 (495) 705-07-95;Наира Ашуров;все хорошо;в работе;;;
633597;ДаДи-М;Москва;Сельскохозяйственная ул., д. 15, стр. 3 (г-ца Байкал);7 (926) 041-38-15, 7 (909) 628-49-97;Косарев Андрей Андреевич;все хорошо;отказался;;;
617988;Дадиз Террас;Москва;Берсеневская наб., д. 6, корп. 2;7 (495) 669-99-69, 7 (495) 924-90-00;Борисова Наталья;все хорошо;не дозвонились;;;
610548;Даиси;Москва;;203-64-81;Ирина Акопян;новое;новое;;;
625182;Дай Суши;Москва;Новоясеневский пр-т, д. 1 (ТЦ Принц Плаза);7 (495) 987-15-25, 7 (495) 795-67-64 - доставка;Тихонов Артём Юрьевич;все хорошо;в работе;;;
600434;Дай Суши;Москва;Земляной вал ул., д. 7;7 (495) 916-24-44, 7 (495) 723-65-60 - доставка;Татьяна Ермилова;все хорошо;новое;;;
600432;Дай Суши;Москва;Привольная ул., д. 27, корп. 1;7 (495) 700-81-04, 7 (495) 518-24-80 - доставка;Татьяна Ермилова;все хорошо;новое;;;
362148;Дай Суши;Москва;Камергерский пер., д. 5/7;7 (495) 542-31-91, 7 (495) 629-10-60;Тихонов Артём Юрьевич;все хорошо;в работе;;;
386534;Дайвинг;Москва;Ленинградское ш., д. 25 а;7 (499) 150-54-60;Елизавета Васильева;к удалению;отказался;;;
612920;Дайкон. Суши & нудл хаус;Москва;Мира пр-т, д. 12, стр. 1;7 (495) 607-75-78, 7 (495) 607-68-69;Наира Ашуров;все хорошо;отказался;;;
374865;Дайкон. Суши & нудл хаус;Москва;Пятницкая ул., д. 36;7 (495) 951-29-72;Анар Ахунов;все хорошо;отказался;;;
632154;Даймонд;Москва;Смоленская ул., д. 5;7 (495) 725-01-00;Всеволод Дубин;все хорошо;в работе;;;
286678;Дали;Москва;Мясницкая ул., д. 35;7 (495) 604-13-31, 7 (495) 363-51-87(факс);Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
402892;Далика;Москва;Гостиничный пр-д, д. 9а;7 (495) 482-25-63;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
610550;Далина;Москва;ул.16-я Парковая 26;;Ирина Акопян;новое;новое;;;
376004;Далина +;Москва;Аносова ул., 3, кор. 2;7 (495) 232-94-83, 7(495) 232-94-82;Лилия Гридяева;все хорошо;не дозвонились;;;
354950;Дамас;Москва;Маросейка ул., д. 8;7 (495) 628-80-80, 7 (495) 628-81-81;Всеволод Дубин;все хорошо;в работе;2011-04-08;;52756-4-БП-25%-04-1535 от 2010-04-02 до 2010-04-02
610551;Дана и К;Москва;;5356222;Ирина Акопян;новое;новое;;;
2434;Даниловский;Москва;Б.Староданиловский пер., д. 5;7 (495) 954-05-66, 7 (495) 954-05-18;Наира Ашуров;все хорошо;отказался;;;
